# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

153773.wav,normal
153774.wav,normal
153775.wav,normal
153776.wav,normal
153777.wav,normal
153778.wav,normal
153779.wav,normal
153780.wav,normal
153781.wav,normal
153782.wav,normal
153783.wav,normal
153784.wav,normal
153785.wav,normal
153786.wav,normal
153787.wav,normal
153788.wav,normal
153789.wav,normal
153790.wav,normal
153791.wav,normal
153792.wav,normal
153793.wav,normal
153794.wav,normal
153795.wav,normal
153796.wav,normal
153797.wav,normal
153798.wav,normal
153800.wav,normal
153801.wav,normal
153802.wav,normal
153803.wav,normal
153804.wav,normal
153805.wav,normal
153806.wav,normal
153807.wav,normal
153808.wav,normal
153809.wav,normal
153810.wav,normal
153811.wav,normal
153812.wav,normal
153813.wav,normal
153815.wav,normal
153816.wav,normal
153817.wav,normal
153818.wav,normal
153819.wav,normal
153820.wav,normal
153821.wav,normal
153822.wav,normal
153823.wav,normal
153824.wav,normal
153825.wav,normal
153826.wav,normal
153827.wav,normal
153828.wav,normal
153829.wav,normal
153830.wav,normal
153831.wav,normal
153832.wav,normal
153833.wav,normal
153834.wav,normal
153835.wav,normal
153836.wav,normal
153837.wav,normal
153839.wav,normal
153840.wav,normal
153841.wav,normal
153842.wav,normal
153843.wav,normal
153844.wav,normal
153846.wav,normal
153847.wav,normal
153848.wav,normal
153849.wav,normal
153850.wav,normal
153851.wav,normal
153852.wav,normal
153853.wav,normal
153854.wav,normal
153855.wav,normal
153856.wav,normal
153857.wav,normal
153858.wav,normal
153859.wav,normal
153860.wav,normal
153861.wav,normal
153862.wav,normal
153863.wav,normal
153864.wav,normal
153865.wav,normal
153866.wav,normal
153867.wav,normal
153868.wav,normal
153869.wav,normal
153870.wav,normal
153871.wav,normal
153872.wav,normal
153873.wav,normal
153874.wav,normal
153875.wav,normal
153876.wav,normal
153877.wav,normal
153878.wav,normal
153879.wav,normal
153880.wav,normal
153881.wav,normal
153882.wav,normal
153883.wav,normal
153884.wav,normal
153885.wav,normal
153886.wav,normal
153887.wav,normal
153888.wav,normal
153890.wav,normal
153891.wav,normal
153892.wav,normal
153894.wav,normal
153895.wav,normal
153896.wav,normal
153897.wav,normal
153898.wav,normal
153899.wav,normal
153900.wav,normal
153901.wav,normal
153902.wav,normal
153903.wav,normal
153904.wav,normal
153905.wav,normal
153906.wav,normal
153907.wav,normal
153908.wav,normal
153909.wav,normal
153910.wav,normal
153911.wav,normal
153912.wav,normal
153913.wav,normal
153914.wav,normal
153915.wav,normal
153916.wav,normal
153917.wav,normal
153918.wav,normal
153919.wav,normal
153920.wav,normal
153921.wav,normal
153922.wav,normal
153923.wav,normal
153924.wav,normal
153925.wav,normal
153926.wav,normal
153927.wav,normal
153928.wav,normal
170313.wav,normal
153929.wav,normal
153930.wav,normal
47429.wav,normal
153932.wav,normal
153933.wav,normal
153931.wav,normal
153934.wav,normal
383543.wav,normal
383544.wav,normal
383545.wav,normal
383546.wav,normal
383547.wav,normal
383548.wav,normal
383549.wav,normal
383550.wav,normal
383551.wav,normal
383552.wav,normal
55873.wav,normal
55874.wav,normal
383553.wav,normal
383554.wav,normal
383555.wav,normal
55878.wav,normal
383556.wav,normal
383557.wav,normal
383558.wav,normal
383559.wav,normal
383560.wav,normal
383561.wav,normal
55885.wav,normal
383562.wav,normal
88655.wav,normal
195151.wav,normal
195152.wav,normal
55889.wav,normal
55890.wav,normal
55891.wav,normal
55892.wav,normal
55893.wav,normal
383566.wav,normal
55896.wav,normal
383568.wav,normal
55898.wav,normal
55899.wav,normal
383571.wav,normal
383572.wav,normal
383573.wav,normal
383574.wav,normal
170592.wav,normal
55905.wav,normal
55906.wav,normal
55907.wav,normal
55908.wav,normal
55904.wav,normal
383581.wav,normal
383582.wav,normal
383583.wav,normal
55913.wav,normal
383585.wav,normal
55915.wav,normal
383587.wav,normal
383588.wav,normal
383589.wav,normal
383590.wav,normal
383591.wav,normal
383592.wav,normal
55922.wav,normal
55923.wav,normal
383603.wav,normal
383604.wav,normal
383605.wav,normal
55927.wav,normal
383606.wav,normal
383608.wav,normal
383609.wav,normal
383610.wav,normal
383614.wav,normal
383615.wav,normal
55936.wav,normal
55938.wav,normal
55939.wav,normal
55941.wav,normal
383621.wav,normal
55943.wav,normal
55944.wav,normal
383622.wav,normal
55952.wav,normal
55953.wav,normal
383633.wav,normal
55955.wav,normal
55956.wav,normal
55957.wav,normal
55958.wav,normal
55959.wav,normal
55960.wav,normal
55961.wav,normal
55962.wav,normal
55963.wav,normal
55964.wav,normal
55965.wav,normal
55966.wav,normal
55967.wav,normal
55968.wav,normal
55969.wav,normal
55970.wav,normal
55971.wav,normal
55972.wav,normal
55973.wav,normal
55974.wav,normal
55975.wav,normal
55976.wav,normal
55977.wav,normal
55978.wav,normal
55979.wav,normal
55980.wav,normal
55981.wav,normal
55982.wav,normal
55983.wav,normal
55984.wav,normal
55985.wav,normal
55986.wav,normal
55987.wav,normal
55988.wav,normal
55989.wav,normal
55990.wav,normal
55991.wav,normal
55992.wav,normal
55993.wav,normal
55994.wav,normal
55995.wav,normal
55996.wav,normal
55997.wav,normal
55998.wav,normal
55999.wav,normal
56000.wav,normal
56001.wav,normal
56002.wav,normal
56003.wav,normal
56004.wav,normal
56005.wav,normal
56006.wav,normal
56007.wav,normal
195272.wav,normal
195273.wav,normal
195274.wav,normal
56008.wav,normal
56009.wav,normal
195277.wav,normal
195278.wav,normal
56010.wav,normal
56016.wav,normal
56017.wav,normal
195282.wav,normal
195283.wav,normal
56020.wav,normal
195285.wav,normal
56018.wav,normal
56019.wav,normal
56021.wav,normal
56022.wav,normal
56023.wav,normal
56026.wav,normal
56028.wav,normal
56027.wav,normal
56029.wav,normal
56031.wav,normal
56030.wav,normal
56032.wav,normal
56034.wav,normal
56033.wav,normal
56035.wav,normal
56036.wav,normal
383709.wav,normal
383710.wav,normal
383711.wav,normal
56055.wav,normal
56056.wav,normal
56058.wav,normal
56064.wav,normal
56065.wav,normal
56066.wav,normal
56067.wav,normal
56071.wav,normal
56073.wav,normal
56074.wav,normal
56075.wav,normal
56076.wav,normal
56078.wav,normal
56080.wav,normal
56083.wav,normal
56086.wav,normal
56089.wav,normal
56091.wav,normal
170857.wav,normal
56198.wav,normal
56202.wav,normal
56204.wav,normal
56205.wav,normal
56210.wav,normal
56212.wav,normal
56213.wav,normal
48024.wav,normal
56223.wav,normal
56226.wav,normal
56227.wav,normal
162747.wav,normal
195542.wav,normal
195544.wav,normal
195546.wav,normal
195549.wav,normal
195550.wav,normal
195691.wav,normal
195692.wav,normal
195693.wav,normal
195696.wav,normal
195697.wav,normal
195700.wav,normal
195702.wav,normal
269525.wav,normal
269529.wav,normal
269533.wav,normal
269536.wav,normal
269539.wav,normal
23901.wav,normal
23902.wav,normal
23903.wav,normal
23904.wav,normal
23907.wav,normal
23910.wav,normal
23913.wav,normal
23914.wav,normal
23919.wav,normal
23921.wav,normal
23922.wav,normal
23923.wav,normal
23926.wav,normal
23928.wav,normal
23932.wav,normal
23934.wav,normal
23935.wav,normal
23937.wav,normal
23946.wav,normal
48685.wav,normal
179878.wav,normal
179879.wav,normal
179884.wav,normal
179933.wav,normal
333732.wav,normal
122675.wav,normal
99841.wav,normal
99843.wav,normal
99845.wav,normal
338950.wav,normal
99846.wav,normal
99848.wav,normal
89606.wav,normal
260623.wav,normal
377363.wav,normal
377367.wav,normal
377368.wav,normal
541.wav,normal
542.wav,normal
543.wav,normal
398880.wav,normal
86560.wav,normal
399907.wav,normal
399908.wav,normal
399909.wav,normal
399910.wav,normal
399911.wav,normal
399912.wav,normal
388650.wav,normal
328746.wav,normal
388653.wav,normal
63614.wav,normal
242747.wav,normal
388668.wav,normal
63615.wav,normal
173636.wav,normal
377413.wav,normal
173637.wav,normal
63616.wav,normal
173640.wav,normal
173641.wav,normal
173642.wav,normal
173643.wav,normal
388684.wav,normal
388686.wav,normal
388687.wav,normal
388688.wav,normal
388689.wav,normal
276563.wav,normal
276564.wav,normal
388691.wav,normal
388692.wav,normal
388693.wav,normal
173662.wav,normal
11872.wav,normal
11874.wav,normal
108704.wav,normal
415850.wav,normal
156270.wav,normal
156273.wav,normal
51314.wav,normal
156274.wav,normal
51316.wav,normal
51317.wav,normal
372340.wav,normal
63612.wav,normal
640.wav,normal
86657.wav,normal
641.wav,normal
86659.wav,normal
642.wav,normal
86662.wav,normal
645.wav,normal
86658.wav,normal
272009.wav,normal
272010.wav,normal
182411.wav,normal
199820.wav,normal
199822.wav,normal
199824.wav,normal
199825.wav,normal
199826.wav,normal
199823.wav,normal
329356.wav,normal
387731.wav,normal
387732.wav,normal
387733.wav,normal
387227.wav,normal
387228.wav,normal
387740.wav,normal
387742.wav,normal
125597.wav,normal
387744.wav,normal
125598.wav,normal
387743.wav,normal
100005.wav,normal
100006.wav,normal
100007.wav,normal
644.wav,normal
173738.wav,normal
173741.wav,normal
66222.wav,normal
173753.wav,normal
254659.wav,normal
372426.wav,normal
248013.wav,normal
372440.wav,normal
96483.wav,normal
173795.wav,normal
135400.wav,normal
135401.wav,normal
343785.wav,normal
176874.wav,normal
20716.wav,normal
257781.wav,normal
369401.wav,normal
111355.wav,normal
111357.wav,normal
173823.wav,normal
111358.wav,normal
173822.wav,normal
111359.wav,normal
246535.wav,normal
361227.wav,normal
404235.wav,normal
404240.wav,normal
199445.wav,normal
241942.wav,normal
199447.wav,normal
382744.wav,normal
382743.wav,normal
382745.wav,normal
382746.wav,normal
342301.wav,normal
41758.wav,normal
434473.wav,normal
169270.wav,normal
169271.wav,normal
169272.wav,normal
169273.wav,normal
71479.wav,normal
175934.wav,normal
86348.wav,normal
86349.wav,normal
86350.wav,normal
86352.wav,normal
86353.wav,normal
86354.wav,normal
260947.wav,normal
86358.wav,normal
86361.wav,normal
86362.wav,normal
86363.wav,normal
86365.wav,normal
86366.wav,normal
404841.wav,normal
249706.wav,normal
204649.wav,normal
204653.wav,normal
204658.wav,normal
105332.wav,normal
105333.wav,normal
105334.wav,normal
105335.wav,normal
105336.wav,normal
17277.wav,normal
346498.wav,normal
346499.wav,normal
99719.wav,normal
99720.wav,normal
346505.wav,normal
99722.wav,normal
99723.wav,normal
99724.wav,normal
99725.wav,normal
99726.wav,normal
99727.wav,normal
414609.wav,normal
414610.wav,normal
414611.wav,normal
414612.wav,normal
346518.wav,normal
346519.wav,normal
414614.wav,normal
346521.wav,normal
414615.wav,normal
414616.wav,normal
414617.wav,normal
375702.wav,normal
375703.wav,normal
375704.wav,normal
375707.wav,normal
171935.wav,normal
414629.wav,normal
414630.wav,normal
414632.wav,normal
414633.wav,normal
107438.wav,normal
107439.wav,normal
107440.wav,normal
107441.wav,normal
107442.wav,normal
107443.wav,normal
414644.wav,normal
414645.wav,normal
414643.wav,normal
414647.wav,normal
107444.wav,normal
414646.wav,normal
107452.wav,normal
414652.wav,normal
427458.wav,normal
46536.wav,normal
46537.wav,normal
257483.wav,normal
61399.wav,normal
272008.wav,normal
422371.wav,normal
422372.wav,normal
344553.wav,normal
422317.wav,normal
388594.wav,normal
214516.wav,normal
58867.wav,normal
422318.wav,normal
58873.wav,normal
58874.wav,normal
171904.wav,normal
130411.wav,normal
23684.wav,normal
23686.wav,normal
171911.wav,normal
130406.wav,normal
130414.wav,normal
130430.wav,normal
130416.wav,normal
130418.wav,normal
130407.wav,normal
130419.wav,normal
130421.wav,normal
130422.wav,normal
130425.wav,normal
130426.wav,normal
130409.wav,normal
23645.wav,normal
23646.wav,normal
23647.wav,normal
23648.wav,normal
23649.wav,normal
23650.wav,normal
23651.wav,normal
23652.wav,normal
23653.wav,normal
23654.wav,normal
23655.wav,normal
23656.wav,normal
23657.wav,normal
23658.wav,normal
23659.wav,normal
23660.wav,normal
23661.wav,normal
23662.wav,normal
23663.wav,normal
23664.wav,normal
23665.wav,normal
23666.wav,normal
23667.wav,normal
23668.wav,normal
352884.wav,normal
23670.wav,normal
23671.wav,normal
23672.wav,normal
23673.wav,normal
130404.wav,normal
130408.wav,normal
23676.wav,normal
130420.wav,normal
130410.wav,normal
130405.wav,normal
426965.wav,normal
184835.wav,normal
182017.wav,normal
368385.wav,normal
65802.wav,normal
19212.wav,normal
333276.wav,normal
238638.wav,normal
252218.wav,normal
202301.wav,normal
202302.wav,normal
192575.wav,normal
202304.wav,normal
418368.wav,normal
202306.wav,normal
202307.wav,normal
202308.wav,normal
218177.wav,normal
202303.wav,normal
202305.wav,normal
252234.wav,normal
254287.wav,normal
254289.wav,normal
254293.wav,normal
254294.wav,normal
343895.wav,normal
339799.wav,normal
343901.wav,normal
333268.wav,normal
254310.wav,normal
223851.wav,normal
323702.wav,normal
323704.wav,normal
219769.wav,normal
254328.wav,normal
254329.wav,normal
170623.wav,normal
235165.wav,normal
235166.wav,normal
235167.wav,normal
235168.wav,normal
343984.wav,normal
171442.wav,normal
151223.wav,normal
343991.wav,normal
343992.wav,normal
416703.wav,normal
351170.wav,normal
218308.wav,normal
92362.wav,normal
365771.wav,normal
92363.wav,normal
92364.wav,normal
92365.wav,normal
365772.wav,normal
92367.wav,normal
365777.wav,normal
92368.wav,normal
92371.wav,normal
92372.wav,normal
92374.wav,normal
92375.wav,normal
92376.wav,normal
92378.wav,normal
92377.wav,normal
92380.wav,normal
92381.wav,normal
242910.wav,normal
92382.wav,normal
242903.wav,normal
92386.wav,normal
92387.wav,normal
333275.wav,normal
92389.wav,normal
92390.wav,normal
92391.wav,normal
92392.wav,normal
92394.wav,normal
92395.wav,normal
92396.wav,normal
92399.wav,normal
92400.wav,normal
92401.wav,normal
92403.wav,normal
92404.wav,normal
92405.wav,normal
92402.wav,normal
92407.wav,normal
333274.wav,normal
93775.wav,normal
184616.wav,normal
184618.wav,normal
45130.wav,normal
333711.wav,normal
333712.wav,normal
333713.wav,normal
333714.wav,normal
333715.wav,normal
333716.wav,normal
333717.wav,normal
333847.wav,normal
26776.wav,normal
187033.wav,normal
187034.wav,normal
187035.wav,normal
187036.wav,normal
333848.wav,normal
187038.wav,normal
333849.wav,normal
333850.wav,normal
333851.wav,normal
333852.wav,normal
333853.wav,normal
333854.wav,normal
187039.wav,normal
187040.wav,normal
187041.wav,normal
187042.wav,normal
187043.wav,normal
187044.wav,normal
187045.wav,normal
187046.wav,normal
187047.wav,normal
187051.wav,normal
187052.wav,normal
187053.wav,normal
333718.wav,normal
333719.wav,normal
333720.wav,normal
333721.wav,normal
88506.wav,normal
333722.wav,normal
333723.wav,normal
333724.wav,normal
333725.wav,normal
27353.wav,normal
27354.wav,normal
27355.wav,normal
27356.wav,normal
27357.wav,normal
339957.wav,normal
368509.wav,normal
368566.wav,normal
178092.wav,normal
403672.wav,normal
393655.wav,normal
408890.wav,normal
377005.wav,normal
271184.wav,normal
348924.wav,normal
348922.wav,normal
348870.wav,normal
348871.wav,normal
348872.wav,normal
348873.wav,normal
348874.wav,normal
348875.wav,normal
348876.wav,normal
348877.wav,normal
348878.wav,normal
348879.wav,normal
348880.wav,normal
348882.wav,normal
348883.wav,normal
348884.wav,normal
348885.wav,normal
348886.wav,normal
348887.wav,normal
348888.wav,normal
348889.wav,normal
348890.wav,normal
348891.wav,normal
348892.wav,normal
348893.wav,normal
348895.wav,normal
335968.wav,normal
348896.wav,normal
348897.wav,normal
348898.wav,normal
348904.wav,normal
348905.wav,normal
348906.wav,normal
348907.wav,normal
348908.wav,normal
348909.wav,normal
348910.wav,normal
348911.wav,normal
348919.wav,normal
348920.wav,normal
348914.wav,normal
348915.wav,normal
373364.wav,normal
373365.wav,normal
373366.wav,normal
373367.wav,normal
373368.wav,normal
373369.wav,normal
348916.wav,normal
348917.wav,normal
348918.wav,normal
348921.wav,normal
348923.wav,normal
3180.wav,normal
3181.wav,normal
3182.wav,normal
3183.wav,normal
50869.wav,normal
209920.wav,normal
209921.wav,normal
222210.wav,normal
222211.wav,normal
222209.wav,normal
222213.wav,normal
209922.wav,normal
222215.wav,normal
222216.wav,normal
222217.wav,normal
222212.wav,normal
222219.wav,normal
222220.wav,normal
222221.wav,normal
222222.wav,normal
222214.wav,normal
222224.wav,normal
222225.wav,normal
222226.wav,normal
222227.wav,normal
209940.wav,normal
209941.wav,normal
222228.wav,normal
222230.wav,normal
222232.wav,normal
222233.wav,normal
222234.wav,normal
222235.wav,normal
222236.wav,normal
23581.wav,normal
23582.wav,normal
23580.wav,normal
23583.wav,normal
23585.wav,normal
23586.wav,normal
222237.wav,normal
23584.wav,normal
26140.wav,normal
57389.wav,normal
57408.wav,normal
57413.wav,normal
57419.wav,normal
57421.wav,normal
57424.wav,normal
222299.wav,normal
222300.wav,normal
222301.wav,normal
82523.wav,normal
222302.wav,normal
222304.wav,normal
222305.wav,normal
222306.wav,normal
222303.wav,normal
222308.wav,normal
222309.wav,normal
222310.wav,normal
222311.wav,normal
222312.wav,normal
222313.wav,normal
222314.wav,normal
222315.wav,normal
222316.wav,normal
222317.wav,normal
222318.wav,normal
222323.wav,normal
222324.wav,normal
222325.wav,normal
222326.wav,normal
222327.wav,normal
222329.wav,normal
222330.wav,normal
222331.wav,normal
222332.wav,normal
222200.wav,normal
222334.wav,normal
222338.wav,normal
222339.wav,normal
222340.wav,normal
222341.wav,normal
222343.wav,normal
222344.wav,normal
222345.wav,normal
222346.wav,normal
222348.wav,normal
222349.wav,normal
222350.wav,normal
222351.wav,normal
222352.wav,normal
222353.wav,normal
222354.wav,normal
222355.wav,normal
222356.wav,normal
205972.wav,normal
